Asset ID,Lab,Asset Category,Asset Status,Purchase Year,Purchase Cost,Usage Frequency,Breakdown Frequency,Total Maintenance Cost,Useful Life (Years),Scrap Value
LAB10-PC99,LAB 10,Keyboard (Brand-HP),N,2018,28801,High,4,14424,5,2880
LAB13-PC105,LAB 13,Monitor (Brand-HP),N,2022,29036,High,7,13657,7,2903
LAB13-PC106,LAB 13,Keyboard (Brand-HP),N,2019,32292,High,4,14800,5,3229
LAB10-PC100,LAB 10,Monitor (Brand-HP),Y,2021,34159,Medium,4,6284,7,3415
LAB14-PC81,LAB 14,Keyboard (Brand-HP),N,2018,27883,High,5,15100,5,2788
LAB15-PC109,LAB 15,Monitor (Brand-HP),Y,2023,27568,High,1,1512,7,2756
LAB10-PC101,LAB 10,Monitor (Brand-HP),N,2018,31971,High,2,3704,7,3197
LAB10-PC102,LAB 10,Keyboard (Brand-HP),N,2019,31875,Medium,2,4366,5,3187
LAB13-PC107,LAB 13,Keyboard (Brand-HP),N,2023,33895,High,8,16016,5,3389
LAB14-PC82,LAB 14,Monitor (Brand-HP),N,2018,33125,High,2,3536,7,3312
LAB14-PC83,LAB 14,Keyboard (Brand-HP),Y,2022,27107,Medium,2,2432,5,2710
LAB12-PC91,LAB 12,Keyboard (Brand-HP),Y,2022,29934,High,4,15500,5,2993
LAB10-PC103,LAB 10,Keyboard (Brand-HP),Y,2021,33128,Low,0,0,5,3312
LAB13-PC108,LAB 13,Keyboard (Brand-HP),Y,2022,30584,Medium,1,2809,5,3058
LAB16-PC86,LAB 16,Keyboard (Brand-HP),Y,2022,33043,Medium,3,3207,5,3304
LAB13-PC109,LAB 13,Monitor (Brand-HP),Y,2021,34463,High,3,11943,7,3446
LAB15-PC110,LAB 15,Keyboard (Brand-HP),N,2019,28334,High,3,4503,5,2833
LAB14-PC84,LAB 14,Keyboard (Brand-HP),Y,2023,29136,Medium,0,0,5,2913
LAB12-PC92,LAB 12,Keyboard (Brand-HP),N,2020,31027,Medium,5,12645,5,3102
LAB15-PC111,LAB 15,Keyboard (Brand-HP),N,2019,28990,High,1,1876,5,2899
LAB10-PC104,LAB 10,Monitor (Brand-HP),Y,2021,28598,High,1,2969,7,2859
LAB13-PC110,LAB 13,Monitor (Brand-HP),Y,2023,27150,High,0,0,7,2715
LAB15-PC112,LAB 15,Keyboard (Brand-HP),N,2020,32512,Medium,6,20268,5,3251
LAB10-PC105,LAB 10,Monitor (Brand-HP),N,2018,32622,Low,5,8205,7,3262
LAB13-PC111,LAB 13,Keyboard (Brand-HP),N,2019,33770,High,5,12950,5,3377
LAB12-PC93,LAB 12,Keyboard (Brand-HP),Y,2021,31235,Low,0,0,5,3123
LAB13-PC112,LAB 13,Monitor (Brand-HP),Y,2023,34678,High,3,3291,7,3467
LAB16-PC87,LAB 16,Keyboard (Brand-HP),Y,2021,33541,Low,1,1755,5,3354
LAB14-PC85,LAB 14,Monitor (Brand-HP),N,2018,31205,Medium,6,12066,7,3120
LAB10-PC106,LAB 10,Monitor (Brand-HP),Y,2023,29475,Medium,4,8228,7,2947
LAB10-PC107,LAB 10,Monitor (Brand-HP),Y,2023,31730,Medium,4,14112,7,3173
LAB16-PC88,LAB 16,Keyboard (Brand-HP),N,2019,29778,High,4,9420,5,2977
LAB16-PC89,LAB 16,Keyboard (Brand-HP),N,2023,34613,High,6,19842,5,3461
LAB16-PC90,LAB 16,Monitor (Brand-HP),Y,2019,33775,Medium,1,3549,7,3377
LAB12-PC94,LAB 12,Monitor (Brand-HP),Y,2023,32496,Medium,4,7688,7,3249
LAB13-PC113,LAB 13,Monitor (Brand-HP),Y,2023,28061,High,0,0,7,2806
LAB15-PC113,LAB 15,Monitor (Brand-HP),Y,2021,30584,Medium,4,11328,7,3058
LAB12-PC95,LAB 12,Keyboard (Brand-HP),Y,2023,30672,High,4,4436,5,3067
LAB12-PC96,LAB 12,Keyboard (Brand-HP),N,2020,27718,Medium,3,9777,5,2771
LAB13-PC114,LAB 13,Monitor (Brand-HP),Y,2020,27952,Medium,0,0,7,2795
LAB14-PC86,LAB 14,Keyboard (Brand-HP),N,2020,28969,Medium,2,2120,5,2896
LAB16-PC91,LAB 16,Keyboard (Brand-HP),N,2022,33335,Low,6,8940,5,3333
LAB12-PC97,LAB 12,Keyboard (Brand-HP),Y,2022,29453,Medium,2,3530,5,2945
LAB15-PC114,LAB 15,Monitor (Brand-HP),N,2018,32954,Low,4,6844,7,3295
LAB15-PC115,LAB 15,Keyboard (Brand-HP),N,2018,30278,High,4,12844,5,3027
LAB16-PC92,LAB 16,Monitor (Brand-HP),Y,2020,32094,Medium,1,1781,7,3209
LAB15-PC116,LAB 15,Keyboard (Brand-HP),N,2020,29477,Medium,7,25081,5,2947
LAB16-PC93,LAB 16,Keyboard (Brand-HP),Y,2022,30971,High,2,4870,5,3097
LAB10-PC108,LAB 10,Keyboard (Brand-HP),Y,2021,27644,Low,0,0,5,2764
LAB16-PC94,LAB 16,Monitor (Brand-HP),N,2018,28769,Medium,7,23814,7,2876
LAB16-PC95,LAB 16,Keyboard (Brand-HP),N,2018,31772,High,5,5900,5,3177
LAB13-PC115,LAB 13,Monitor (Brand-HP),Y,2022,33818,Medium,3,4962,7,3381
LAB10-PC109,LAB 10,Keyboard (Brand-HP),Y,2023,30089,High,4,14588,5,3008
LAB10-PC110,LAB 10,Monitor (Brand-HP),Y,2021,31655,Medium,4,9092,7,3165
LAB14-PC87,LAB 14,Keyboard (Brand-HP),Y,2023,27796,High,4,14620,5,2779
LAB15-PC117,LAB 15,Keyboard (Brand-HP),N,2018,29388,High,2,7046,5,2938
LAB13-PC116,LAB 13,Monitor (Brand-HP),Y,2019,32545,Medium,1,2415,7,3254
LAB16-PC96,LAB 16,Keyboard (Brand-HP),N,2018,33802,High,3,5952,5,3380
LAB12-PC98,LAB 12,Monitor (Brand-HP),Y,2023,28721,High,0,0,7,2872
LAB13-PC117,LAB 13,Monitor (Brand-HP),Y,2023,30404,Medium,3,11610,7,3040
LAB16-PC97,LAB 16,Monitor (Brand-HP),N,2022,33875,High,8,14160,7,3387
LAB15-PC118,LAB 15,Keyboard (Brand-HP),Y,2023,34250,High,4,9952,5,3425
LAB12-PC99,LAB 12,Monitor (Brand-HP),N,2018,29210,Low,4,8052,7,2921
LAB10-PC111,LAB 10,Monitor (Brand-HP),N,2018,31181,High,2,3930,7,3118
LAB10-PC112,LAB 10,Keyboard (Brand-HP),N,2019,28072,High,4,11204,5,2807
LAB13-PC118,LAB 13,Keyboard (Brand-HP),N,2018,29536,High,3,4491,5,2953
LAB16-PC98,LAB 16,Monitor (Brand-HP),Y,2023,32271,High,0,0,7,3227
LAB16-PC99,LAB 16,Monitor (Brand-HP),N,2023,28944,Medium,7,20839,7,2894
LAB10-PC113,LAB 10,Keyboard (Brand-HP),Y,2023,28809,High,2,7644,5,2880
LAB13-PC119,LAB 13,Keyboard (Brand-HP),Y,2021,30558,Low,0,0,5,3055
LAB10-PC114,LAB 10,Monitor (Brand-HP),N,2018,29487,Medium,7,9240,7,2948
LAB13-PC120,LAB 13,Monitor (Brand-HP),Y,2019,28554,Medium,1,2673,7,2855
LAB10-PC115,LAB 10,Keyboard (Brand-HP),Y,2023,34558,High,5,14560,5,3455
LAB15-PC119,LAB 15,Monitor (Brand-HP),N,2018,32928,Low,2,2670,7,3292
LAB14-PC88,LAB 14,Keyboard (Brand-HP),Y,2022,29603,High,3,11019,5,2960
LAB10-PC116,LAB 10,Monitor (Brand-HP),Y,2023,33147,Medium,4,15748,7,3314
LAB10-PC117,LAB 10,Keyboard (Brand-HP),Y,2022,29990,Low,4,15948,5,2999
LAB13-PC121,LAB 13,Monitor (Brand-HP),Y,2021,29501,Medium,5,6390,7,2950
LAB13-PC122,LAB 13,Keyboard (Brand-HP),N,2020,27383,Medium,3,7620,5,2738
LAB13-PC123,LAB 13,Keyboard (Brand-HP),N,2018,31431,High,3,6942,5,3143
LAB10-PC118,LAB 10,Keyboard (Brand-HP),N,2022,30048,Low,6,8316,5,3004
LAB12-PC100,LAB 12,Keyboard (Brand-HP),Y,2023,30338,Medium,2,2488,5,3033
LAB15-PC120,LAB 15,Keyboard (Brand-HP),N,2019,28085,Medium,3,4659,5,2808
LAB15-PC121,LAB 15,Monitor (Brand-HP),Y,2023,33494,Medium,3,5496,7,3349
LAB15-PC122,LAB 15,Keyboard (Brand-HP),N,2020,28260,Medium,6,16098,5,2826
LAB12-PC101,LAB 12,Monitor (Brand-HP),Y,2022,34799,High,5,13390,7,3479
LAB10-PC119,LAB 10,Keyboard (Brand-HP),Y,2022,33531,High,3,4728,5,3353
LAB14-PC89,LAB 14,Monitor (Brand-HP),Y,2021,31211,Medium,3,3963,7,3121
LAB13-PC124,LAB 13,Keyboard (Brand-HP),Y,2023,28594,High,5,9135,5,2859
LAB15-PC123,LAB 15,Keyboard (Brand-HP),Y,2022,33842,Medium,4,10220,5,3384
LAB13-PC125,LAB 13,Monitor (Brand-HP),Y,2023,31351,High,0,0,7,3135
LAB15-PC124,LAB 15,Monitor (Brand-HP),Y,2021,30697,Medium,4,15228,7,3069
LAB10-PC120,LAB 10,Keyboard (Brand-HP),Y,2022,30918,High,1,3269,5,3091
LAB14-PC90,LAB 14,Monitor (Brand-HP),N,2018,33424,High,1,2120,7,3342
LAB14-PC91,LAB 14,Monitor (Brand-HP),Y,2021,27554,Medium,5,18125,7,2755
LAB12-PC102,LAB 12,Monitor (Brand-HP),Y,2019,31255,Medium,0,0,7,3125
LAB15-PC125,LAB 15,Monitor (Brand-HP),N,2021,31321,Medium,6,12744,7,3132
LAB16-PC100,LAB 16,Keyboard (Brand-HP),N,2020,32168,Medium,4,13640,5,3216
LAB15-PC126,LAB 15,Keyboard (Brand-HP),N,2020,31098,Medium,3,3102,5,3109
LAB10-PC121,LAB 10,Keyboard (Brand-HP),N,2020,34784,Medium,5,12970,5,3478
LAB10-PC122,LAB 10,Keyboard (Brand-HP),N,2022,34930,Low,7,22274,5,3493
LAB10-PC123,LAB 10,Monitor (Brand-HP),N,2018,29583,High,5,18555,7,2958
LAB16-PC101,LAB 16,Keyboard (Brand-HP),Y,2022,33483,Low,5,17055,5,3348
LAB14-PC92,LAB 14,Monitor (Brand-HP),Y,2020,32679,Medium,0,0,7,3267
LAB14-PC93,LAB 14,Monitor (Brand-HP),N,2018,31019,High,3,5604,7,3101
LAB16-PC102,LAB 16,Monitor (Brand-HP),Y,2023,34348,Medium,3,10725,7,3434
LAB14-PC94,LAB 14,Keyboard (Brand-HP),Y,2023,29693,High,5,14395,5,2969
LAB14-PC95,LAB 14,Monitor (Brand-HP),Y,2021,31044,Medium,3,5253,7,3104
LAB13-PC126,LAB 13,Keyboard (Brand-HP),Y,2022,34712,Low,5,10960,5,3471
LAB16-PC103,LAB 16,Monitor (Brand-HP),N,2018,34496,Medium,8,23096,7,3449
LAB13-PC127,LAB 13,Monitor (Brand-HP),Y,2023,29448,High,3,7374,7,2944
LAB15-PC127,LAB 15,Monitor (Brand-HP),Y,2022,31826,Medium,1,1568,7,3182
LAB15-PC128,LAB 15,Monitor (Brand-HP),Y,2023,29456,High,1,2123,7,2945
LAB16-PC104,LAB 16,Keyboard (Brand-HP),Y,2022,33241,Medium,3,3453,5,3324
LAB16-PC105,LAB 16,Monitor (Brand-HP),N,2023,32709,Medium,6,20940,7,3270
LAB12-PC103,LAB 12,Monitor (Brand-HP),Y,2020,27448,Medium,1,3464,7,2744
LAB14-PC96,LAB 14,Monitor (Brand-HP),Y,2021,33812,High,0,0,7,3381
LAB16-PC106,LAB 16,Monitor (Brand-HP),Y,2023,28973,High,0,0,7,2897
LAB14-PC97,LAB 14,Monitor (Brand-HP),Y,2021,27789,High,0,0,7,2778
LAB14-PC98,LAB 14,Monitor (Brand-HP),N,2022,28905,High,6,11208,7,2890
LAB14-PC99,LAB 14,Keyboard (Brand-HP),N,2018,34928,High,4,10716,5,3492
LAB12-PC104,LAB 12,Keyboard (Brand-HP),Y,2023,32737,High,4,7768,5,3273
LAB15-PC129,LAB 15,Monitor (Brand-HP),Y,2020,32432,Medium,1,2297,7,3243
LAB12-PC105,LAB 12,Keyboard (Brand-HP),Y,2022,30586,High,1,1949,5,3058
LAB12-PC106,LAB 12,Keyboard (Brand-HP),N,2022,30866,Low,6,12840,5,3086
LAB14-PC100,LAB 14,Monitor (Brand-HP),Y,2022,27886,Medium,4,9560,7,2788
LAB16-PC107,LAB 16,Monitor (Brand-HP),Y,2019,32085,Medium,2,2106,7,3208
LAB13-PC128,LAB 13,Monitor (Brand-HP),N,2018,33513,Low,1,3609,7,3351
LAB12-PC107,LAB 12,Monitor (Brand-HP),N,2018,27121,Low,2,2036,7,2712
LAB10-PC124,LAB 10,Keyboard (Brand-HP),Y,2023,33308,High,4,4364,5,3330
LAB12-PC108,LAB 12,Monitor (Brand-HP),Y,2022,29187,Medium,2,5236,7,2918
LAB14-PC101,LAB 14,Monitor (Brand-HP),Y,2020,34684,Medium,0,0,7,3468
LAB14-PC102,LAB 14,Keyboard (Brand-HP),N,2019,33348,Medium,3,9084,5,3334
LAB10-PC125,LAB 10,Keyboard (Brand-HP),N,2020,30492,Medium,2,2540,5,3049
LAB16-PC108,LAB 16,Monitor (Brand-HP),Y,2019,33731,Medium,1,1938,7,3373
LAB10-PC126,LAB 10,Keyboard (Brand-HP),N,2020,28933,Medium,5,7330,5,2893
LAB10-PC127,LAB 10,Monitor (Brand-HP),N,2018,31895,High,3,8889,7,3189
LAB16-PC109,LAB 16,Monitor (Brand-HP),Y,2019,27640,Medium,1,1040,7,2764
LAB12-PC109,LAB 12,Monitor (Brand-HP),N,2022,30884,High,6,19320,7,3088
LAB14-PC103,LAB 14,Monitor (Brand-HP),N,2018,30282,High,3,6705,7,3028
LAB16-PC110,LAB 16,Keyboard (Brand-HP),Y,2023,31796,High,2,6670,5,3179
LAB13-PC129,LAB 13,Monitor (Brand-HP),N,2023,33378,Medium,7,22316,7,3337
LAB16-PC111,LAB 16,Keyboard (Brand-HP),Y,2023,30241,High,5,8200,5,3024
LAB16-PC112,LAB 16,Monitor (Brand-HP),N,2018,28455,Medium,6,16326,7,2845
LAB13-PC130,LAB 13,Keyboard (Brand-HP),Y,2022,33027,Medium,2,5614,5,3302
LAB10-PC128,LAB 10,Keyboard (Brand-HP),N,2023,30453,High,6,14766,5,3045
LAB15-PC130,LAB 15,Keyboard (Brand-HP),Y,2023,29236,Medium,4,4868,5,2923
LAB15-PC131,LAB 15,Keyboard (Brand-HP),N,2020,29491,Medium,4,15084,5,2949
LAB12-PC110,LAB 12,Keyboard (Brand-HP),N,2023,32142,High,6,20256,5,3214
LAB12-PC111,LAB 12,Keyboard (Brand-HP),Y,2023,31745,High,5,7065,5,3174
LAB12-PC112,LAB 12,Keyboard (Brand-HP),Y,2022,30224,High,4,11148,5,3022
LAB15-PC132,LAB 15,Keyboard (Brand-HP),Y,2022,30587,High,4,15836,5,3058
LAB12-PC113,LAB 12,Monitor (Brand-HP),N,2018,32318,High,4,8400,7,3231
LAB13-PC131,LAB 13,Monitor (Brand-HP),Y,2020,32081,Medium,1,3912,7,3208
LAB15-PC133,LAB 15,Monitor (Brand-HP),N,2022,32529,High,7,9464,7,3252
LAB15-PC134,LAB 15,Keyboard (Brand-HP),Y,2023,27310,High,4,5476,5,2731
LAB13-PC132,LAB 13,Monitor (Brand-HP),Y,2021,34299,Medium,2,6452,7,3429
LAB15-PC135,LAB 15,Keyboard (Brand-HP),N,2018,33806,High,3,11544,5,3380
LAB12-PC114,LAB 12,Keyboard (Brand-HP),N,2020,34580,Medium,2,4412,5,3458
LAB12-PC115,LAB 12,Keyboard (Brand-HP),N,2020,27303,Medium,3,4662,5,2730
LAB16-PC113,LAB 16,Keyboard (Brand-HP),N,2023,32573,High,6,11340,5,3257
LAB15-PC136,LAB 15,Keyboard (Brand-HP),Y,2022,30342,High,3,4266,5,3034
LAB16-PC114,LAB 16,Keyboard (Brand-HP),N,2020,30353,Medium,2,5128,5,3035
LAB16-PC115,LAB 16,Keyboard (Brand-HP),N,2018,28130,High,3,6039,5,2813
LAB15-PC137,LAB 15,Keyboard (Brand-HP),Y,2022,33984,High,3,8763,5,3398
LAB15-PC138,LAB 15,Keyboard (Brand-HP),N,2020,33420,Medium,6,14910,5,3342
LAB14-PC104,LAB 14,Monitor (Brand-HP),Y,2019,34705,Medium,1,1647,7,3470
LAB13-PC133,LAB 13,Monitor (Brand-HP),Y,2021,29245,Medium,3,8925,7,2924
LAB16-PC116,LAB 16,Monitor (Brand-HP),Y,2019,33984,Medium,2,4300,7,3398
LAB13-PC134,LAB 13,Keyboard (Brand-HP),N,2019,29980,High,3,5256,5,2998
LAB13-PC135,LAB 13,Monitor (Brand-HP),N,2018,27446,Medium,7,17283,7,2744
LAB10-PC129,LAB 10,Keyboard (Brand-HP),N,2018,34049,High,4,7324,5,3404
LAB12-PC116,LAB 12,Monitor (Brand-HP),Y,2023,34823,High,1,2516,7,3482
LAB13-PC136,LAB 13,Monitor (Brand-HP),Y,2019,31138,Medium,0,0,7,3113
LAB16-PC117,LAB 16,Monitor (Brand-HP),Y,2023,28344,High,1,3513,7,2834
LAB15-PC139,LAB 15,Monitor (Brand-HP),Y,2019,31405,Medium,2,6658,7,3140
LAB15-PC140,LAB 15,Monitor (Brand-HP),N,2018,31297,Medium,7,22771,7,3129
LAB10-PC130,LAB 10,Keyboard (Brand-HP),N,2022,27007,Low,7,21329,5,2700
LAB10-PC131,LAB 10,Keyboard (Brand-HP),Y,2021,33547,Low,1,1406,5,3354
LAB13-PC137,LAB 13,Keyboard (Brand-HP),N,2019,32556,High,3,7665,5,3255
LAB16-PC118,LAB 16,Keyboard (Brand-HP),N,2019,29057,Medium,2,4752,5,2905
LAB14-PC105,LAB 14,Keyboard (Brand-HP),N,2019,34419,High,5,19965,5,3441
LAB13-PC138,LAB 13,Keyboard (Brand-HP),N,2018,29117,High,4,12196,5,2911
LAB15-PC141,LAB 15,Monitor (Brand-HP),N,2018,34283,Low,4,8544,7,3428
LAB14-PC106,LAB 14,Monitor (Brand-HP),Y,2023,30436,Medium,5,11970,7,3043
LAB10-PC132,LAB 10,Monitor (Brand-HP),Y,2023,32839,High,0,0,7,3283
LAB13-PC139,LAB 13,Monitor (Brand-HP),Y,2021,31806,Medium,5,7400,7,3180
LAB16-PC119,LAB 16,Monitor (Brand-HP),N,2018,31648,Low,3,5886,7,3164
LAB14-PC107,LAB 14,Monitor (Brand-HP),N,2018,33832,Low,1,2043,7,3383
LAB10-PC133,LAB 10,Keyboard (Brand-HP),N,2020,27616,Medium,3,5154,5,2761
LAB12-PC117,LAB 12,Keyboard (Brand-HP),N,2020,31434,Medium,5,19585,5,3143
LAB13-PC140,LAB 13,Monitor (Brand-HP),Y,2023,31675,High,0,0,7,3167
LAB10-PC134,LAB 10,Keyboard (Brand-HP),Y,2022,31540,High,2,2020,5,3154
LAB16-PC120,LAB 16,Monitor (Brand-HP),Y,2023,33610,Medium,5,10615,7,3361
LAB15-PC142,LAB 15,Monitor (Brand-HP),Y,2020,28090,Medium,0,0,7,2809
LAB12-PC118,LAB 12,Keyboard (Brand-HP),N,2020,27344,Medium,3,8835,5,2734
LAB14-PC108,LAB 14,Monitor (Brand-HP),Y,2019,32361,Medium,1,2080,7,3236
LAB10-PC135,LAB 10,Monitor (Brand-HP),Y,2020,29975,Medium,2,2398,7,2997
LAB16-PC121,LAB 16,Keyboard (Brand-HP),Y,2022,30650,Low,5,17815,5,3065
LAB12-PC119,LAB 12,Monitor (Brand-HP),Y,2021,29376,Medium,4,10704,7,2937
LAB14-PC109,LAB 14,Keyboard (Brand-HP),Y,2023,30843,High,4,10744,5,3084
LAB13-PC141,LAB 13,Keyboard (Brand-HP),N,2019,29425,High,2,7850,5,2942
LAB12-PC120,LAB 12,Monitor (Brand-HP),Y,2019,30830,Medium,1,1366,7,3083
LAB15-PC143,LAB 15,Monitor (Brand-HP),N,2018,32727,Low,2,5982,7,3272
LAB10-PC136,LAB 10,Monitor (Brand-HP),N,2018,32392,Medium,5,14795,7,3239
LAB15-PC144,LAB 15,Keyboard (Brand-HP),Y,2023,30891,High,5,16910,5,3089
LAB16-PC122,LAB 16,Keyboard (Brand-HP),Y,2021,32698,Low,0,0,5,3269
LAB12-PC121,LAB 12,Keyboard (Brand-HP),N,2020,30653,Medium,6,14778,5,3065
LAB12-PC122,LAB 12,Monitor (Brand-HP),Y,2021,33434,Medium,0,0,7,3343
LAB15-PC145,LAB 15,Monitor (Brand-HP),Y,2022,29454,Medium,3,11208,7,2945
LAB12-PC123,LAB 12,Keyboard (Brand-HP),N,2020,33236,Medium,5,10795,5,3323
LAB15-PC146,LAB 15,Monitor (Brand-HP),Y,2023,33176,Medium,5,5045,7,3317
LAB15-PC147,LAB 15,Keyboard (Brand-HP),N,2020,32447,Medium,5,14830,5,3244
LAB14-PC110,LAB 14,Monitor (Brand-HP),Y,2021,33494,High,1,1608,7,3349
LAB12-PC124,LAB 12,Monitor (Brand-HP),Y,2021,27625,Medium,4,8100,7,2762
LAB12-PC125,LAB 12,Monitor (Brand-HP),Y,2019,30518,Medium,0,0,7,3051
LAB12-PC126,LAB 12,Monitor (Brand-HP),N,2023,33211,Medium,6,15756,7,3321
LAB14-PC111,LAB 14,Monitor (Brand-HP),N,2022,33625,High,6,13464,7,3362
LAB13-PC142,LAB 13,Monitor (Brand-HP),Y,2021,31057,Medium,5,17235,7,3105
LAB10-PC137,LAB 10,Monitor (Brand-HP),Y,2020,29703,Medium,0,0,7,2970
LAB12-PC127,LAB 12,Keyboard (Brand-HP),N,2022,28089,Low,8,15400,5,2808
LAB16-PC123,LAB 16,Monitor (Brand-HP),Y,2022,34613,Medium,1,2084,7,3461
LAB16-PC124,LAB 16,Monitor (Brand-HP),Y,2021,28290,Medium,4,13292,7,2829
LAB15-PC148,LAB 15,Keyboard (Brand-HP),N,2022,28231,Low,6,7650,5,2823
LAB10-PC138,LAB 10,Monitor (Brand-HP),N,2018,31259,Medium,6,15696,7,3125
LAB15-PC149,LAB 15,Keyboard (Brand-HP),Y,2021,27903,Low,1,3986,5,2790
LAB12-PC128,LAB 12,Monitor (Brand-HP),Y,2020,28235,Medium,0,0,7,2823
LAB16-PC125,LAB 16,Monitor (Brand-HP),Y,2020,28477,Medium,1,1605,7,2847
LAB14-PC112,LAB 14,Monitor (Brand-HP),Y,2020,30077,Medium,1,3203,7,3007
LAB10-PC139,LAB 10,Keyboard (Brand-HP),N,2022,27071,Low,7,18900,5,2707
LAB15-PC150,LAB 15,Keyboard (Brand-HP),Y,2023,33171,High,3,9612,5,3317
LAB14-PC113,LAB 14,Keyboard (Brand-HP),Y,2023,29666,High,5,18220,5,2966
LAB13-PC143,LAB 13,Keyboard (Brand-HP),Y,2023,27388,High,5,8615,5,2738
LAB10-PC140,LAB 10,Keyboard (Brand-HP),N,2020,28035,Medium,3,3117,5,2803
LAB10-PC141,LAB 10,Monitor (Brand-HP),Y,2021,29190,Medium,3,5280,7,2919
LAB10-PC142,LAB 10,Monitor (Brand-HP),N,2018,34940,Low,1,3359,7,3494
LAB14-PC114,LAB 14,Keyboard (Brand-HP),N,2020,28250,Medium,2,4188,5,2825
LAB10-PC143,LAB 10,Keyboard (Brand-HP),Y,2023,34028,High,3,3900,5,3402
LAB15-PC151,LAB 15,Keyboard (Brand-HP),N,2019,30171,High,5,11720,5,3017
LAB13-PC144,LAB 13,Monitor (Brand-HP),N,2018,28289,Low,2,2712,7,2828
LAB10-PC144,LAB 10,Keyboard (Brand-HP),N,2019,31372,High,2,2244,5,3137
LAB10-PC145,LAB 10,Monitor (Brand-HP),Y,2021,28593,Medium,1,2148,7,2859
LAB10-PC146,LAB 10,Keyboard (Brand-HP),N,2018,34210,High,5,13160,5,3421
LAB16-PC126,LAB 16,Monitor (Brand-HP),Y,2019,32707,Medium,1,3495,7,3270
LAB13-PC145,LAB 13,Keyboard (Brand-HP),N,2020,32935,Medium,3,9780,5,3293
LAB14-PC115,LAB 14,Monitor (Brand-HP),Y,2021,29220,Medium,4,12276,7,2922
LAB10-PC147,LAB 10,Monitor (Brand-HP),Y,2019,33041,Medium,2,7830,7,3304
LAB15-PC152,LAB 15,Keyboard (Brand-HP),N,2020,29020,Medium,3,7155,5,2902
LAB12-PC129,LAB 12,Monitor (Brand-HP),Y,2023,27631,High,2,5148,7,2763
LAB12-PC130,LAB 12,Monitor (Brand-HP),Y,2022,34719,Medium,1,3217,7,3471
LAB10-PC148,LAB 10,Monitor (Brand-HP),Y,2023,34918,Medium,3,7842,7,3491
LAB12-PC131,LAB 12,Monitor (Brand-HP),Y,2021,29739,Medium,2,5038,7,2973
LAB15-PC153,LAB 15,Keyboard (Brand-HP),Y,2022,30188,Medium,3,10761,5,3018
LAB13-PC146,LAB 13,Monitor (Brand-HP),Y,2023,29432,Medium,4,4008,7,2943
LAB14-PC116,LAB 14,Monitor (Brand-HP),N,2018,31359,Low,4,9672,7,3135
LAB15-PC154,LAB 15,Monitor (Brand-HP),N,2022,32472,High,6,17178,7,3247
LAB13-PC147,LAB 13,Keyboard (Brand-HP),Y,2023,28740,High,3,10170,5,2874
LAB15-PC155,LAB 15,Monitor (Brand-HP),Y,2023,33790,High,2,7366,7,3379
LAB15-PC156,LAB 15,Monitor (Brand-HP),N,2018,32333,High,2,2790,7,3233
LAB16-PC127,LAB 16,Keyboard (Brand-HP),N,2019,33367,High,3,4035,5,3336
LAB12-PC132,LAB 12,Keyboard (Brand-HP),N,2020,29915,Medium,7,15225,5,2991
LAB10-PC149,LAB 10,Keyboard (Brand-HP),Y,2022,34911,Medium,2,7622,5,3491
LAB16-PC128,LAB 16,Keyboard (Brand-HP),N,2020,32369,Medium,6,7980,5,3236
LAB13-PC148,LAB 13,Keyboard (Brand-HP),N,2020,34107,Medium,1,2206,5,3410
LAB14-PC117,LAB 14,Keyboard (Brand-HP),Y,2023,31996,Medium,3,7149,5,3199
LAB15-PC157,LAB 15,Monitor (Brand-HP),Y,2021,32661,Medium,2,7966,7,3266
LAB12-PC133,LAB 12,Keyboard (Brand-HP),Y,2022,31436,Medium,2,5144,5,3143
LAB10-PC150,LAB 10,Keyboard (Brand-HP),Y,2022,28620,Medium,3,6432,5,2862
LAB10-PC151,LAB 10,Keyboard (Brand-HP),Y,2021,33560,Low,0,0,5,3356
LAB10-PC152,LAB 10,Monitor (Brand-HP),Y,2021,31066,Medium,5,10145,7,3106
LAB14-PC118,LAB 14,Monitor (Brand-HP),Y,2023,27126,Medium,4,12128,7,2712
LAB14-PC119,LAB 14,Monitor (Brand-HP),N,2018,27455,High,3,3054,7,2745
LAB13-PC149,LAB 13,Monitor (Brand-HP),Y,2021,33052,Medium,4,7084,7,3305
LAB14-PC120,LAB 14,Keyboard (Brand-HP),Y,2023,34809,High,4,13168,5,3480
LAB15-PC158,LAB 15,Monitor (Brand-HP),N,2022,28711,High,7,17059,7,2871
LAB16-PC129,LAB 16,Keyboard (Brand-HP),N,2020,34319,Medium,4,11004,5,3431
LAB13-PC150,LAB 13,Keyboard (Brand-HP),N,2022,33997,Low,6,11670,5,3399
LAB13-PC151,LAB 13,Keyboard (Brand-HP),N,2023,29701,High,6,14592,5,2970
LAB12-PC134,LAB 12,Monitor (Brand-HP),Y,2021,32853,Medium,0,0,7,3285
LAB10-PC153,LAB 10,Monitor (Brand-HP),Y,2021,33148,Medium,4,6716,7,3314
LAB12-PC135,LAB 12,Keyboard (Brand-HP),Y,2022,32375,Medium,4,14464,5,3237
LAB10-PC154,LAB 10,Monitor (Brand-HP),Y,2021,27413,Medium,4,9196,7,2741
LAB16-PC130,LAB 16,Keyboard (Brand-HP),N,2022,29574,Low,7,17472,5,2957
